job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,hiring_urgency,job_openings,kkni_level_mapped,kkni_label,skill_list,skill_count,edu_level
6515,Data Analyst,Medium,Retail,UK,Remote,Senior,8,PhD,1,1,0,0,0,96645,Medium,6,7,Ahli Pertama / Perdana,"['python', 'sql']",2,S3
6516,Data Scientist,Medium,Technology,Australia,Onsite,Entry,5,PhD,0,0,1,1,1,91028,High,6,5,Teknisi/Analis Muda,"['machine learning', 'deep learning', 'cloud']",3,S3
6517,Machine Learning Engineer,Medium,Technology,Canada,Onsite,Mid,1,Bachelor,1,0,0,0,0,119706,Low,3,6,Teknisi/Analis Madya,['python'],1,S1
6518,Machine Learning Engineer,Startup,Healthcare,Australia,Remote,Senior,4,PhD,0,0,0,0,1,148778,High,9,7,Ahli Pertama / Perdana,['cloud'],1,S3
6519,Data Analyst,Startup,Technology,India,Hybrid,Entry,14,Bachelor,0,1,1,1,1,92868,High,6,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
6520,Machine Learning Engineer,MNC,Education,Canada,Hybrid,Senior,9,Bachelor,1,0,0,1,0,176281,Medium,1,7,Ahli Pertama / Perdana,"['python', 'deep learning']",2,S1
6521,Business Analyst,Enterprise,E-commerce,India,Remote,Senior,13,Master,0,0,0,1,1,123547,Medium,1,7,Ahli Pertama / Perdana,"['deep learning', 'cloud']",2,S2
6522,Data Engineer,Startup,Education,Singapore,Hybrid,Senior,9,Bachelor,0,0,1,0,0,113087,Medium,6,7,Ahli Pertama / Perdana,['machine learning'],1,S1
6523,Data Engineer,Medium,E-commerce,Canada,Remote,Entry,0,Master,1,0,1,0,0,64009,Low,6,5,Teknisi/Analis Muda,"['python', 'machine learning']",2,S2
6524,Data Engineer,Enterprise,Finance,UK,Hybrid,Mid,4,PhD,1,1,0,0,0,72740,Low,5,6,Teknisi/Analis Madya,"['python', 'sql']",2,S3
6525,Machine Learning Engineer,MNC,Retail,Germany,Onsite,Mid,10,PhD,0,0,0,1,0,150179,Medium,4,6,Teknisi/Analis Madya,['deep learning'],1,S3
6526,Data Scientist,Medium,Finance,Singapore,Remote,Mid,14,Bachelor,1,0,1,0,1,104273,Medium,2,6,Teknisi/Analis Madya,"['python', 'machine learning', 'cloud']",3,S1
6527,Data Scientist,Enterprise,Finance,Canada,Remote,Senior,14,Master,1,0,1,0,0,116764,Medium,6,7,Ahli Pertama / Perdana,"['python', 'machine learning']",2,S2
6528,Data Analyst,Enterprise,Healthcare,Australia,Onsite,Mid,12,PhD,0,0,0,1,0,93604,Medium,1,6,Teknisi/Analis Madya,['deep learning'],1,S3
6529,Machine Learning Engineer,Medium,Education,Australia,Onsite,Entry,8,Master,1,1,0,1,1,116778,Medium,1,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning', 'cloud']",4,S2
6530,Machine Learning Engineer,MNC,E-commerce,Australia,Hybrid,Mid,6,Master,0,1,0,1,0,150502,High,7,6,Teknisi/Analis Madya,"['sql', 'deep learning']",2,S2
6531,Business Analyst,MNC,E-commerce,Canada,Hybrid,Entry,5,Bachelor,1,1,1,0,0,84640,High,8,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning']",3,S1
6532,Data Engineer,MNC,Education,Australia,Hybrid,Mid,6,PhD,0,1,0,1,1,123430,Low,3,6,Teknisi/Analis Madya,"['sql', 'deep learning', 'cloud']",3,S3
6533,Data Engineer,Startup,Technology,Germany,Onsite,Mid,13,Master,1,1,1,1,1,113866,High,3,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
6534,AI Engineer,Startup,Retail,Canada,Onsite,Senior,14,Master,1,0,0,0,0,135504,Medium,1,7,Ahli Pertama / Perdana,['python'],1,S2
6535,Business Analyst,Enterprise,Technology,USA,Onsite,Entry,1,Bachelor,0,0,0,0,0,52706,High,8,5,Teknisi/Analis Muda,[],0,S1
6536,Data Scientist,Medium,Retail,USA,Onsite,Mid,0,Bachelor,0,1,1,1,0,100315,High,3,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning']",3,S1
6537,Data Scientist,Startup,E-commerce,UK,Onsite,Mid,5,Master,1,0,0,0,1,84231,Low,4,6,Teknisi/Analis Madya,"['python', 'cloud']",2,S2
6538,Data Analyst,Medium,E-commerce,Australia,Hybrid,Senior,12,Master,1,1,0,1,0,114107,High,7,7,Ahli Pertama / Perdana,"['python', 'sql', 'deep learning']",3,S2
6539,Machine Learning Engineer,Enterprise,Retail,UK,Remote,Entry,8,Master,0,0,1,1,0,116646,High,9,5,Teknisi/Analis Muda,"['machine learning', 'deep learning']",2,S2
6540,AI Engineer,MNC,Education,USA,Hybrid,Mid,2,Master,1,0,0,1,1,159387,Low,2,6,Teknisi/Analis Madya,"['python', 'deep learning', 'cloud']",3,S2
6541,Data Analyst,Enterprise,Technology,UK,Onsite,Entry,5,Master,1,1,0,0,1,59358,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'cloud']",3,S2
6542,Data Scientist,MNC,Technology,USA,Hybrid,Entry,9,Master,1,1,1,1,1,106076,High,3,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
6543,Data Analyst,Enterprise,Education,Canada,Remote,Senior,5,Master,0,1,1,0,1,127157,Low,3,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'cloud']",3,S2
6544,Data Engineer,Enterprise,Education,USA,Remote,Entry,0,Master,1,1,0,0,0,48405,Low,6,5,Teknisi/Analis Muda,"['python', 'sql']",2,S2
6545,AI Engineer,Enterprise,Finance,Germany,Hybrid,Mid,5,PhD,1,0,0,0,1,125941,Low,5,6,Teknisi/Analis Madya,"['python', 'cloud']",2,S3
6546,AI Engineer,Enterprise,E-commerce,Australia,Remote,Mid,1,Bachelor,1,1,0,1,0,127416,High,9,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning']",3,S1
6547,Data Scientist,Startup,Technology,USA,Hybrid,Senior,8,Master,0,1,0,1,0,110945,Medium,5,7,Ahli Pertama / Perdana,"['sql', 'deep learning']",2,S2
6548,Data Engineer,Enterprise,Technology,Australia,Remote,Mid,4,Master,1,0,0,1,1,103558,Low,2,6,Teknisi/Analis Madya,"['python', 'deep learning', 'cloud']",3,S2
6549,Business Analyst,MNC,Finance,USA,Onsite,Senior,9,PhD,0,0,1,0,1,143744,Medium,5,7,Ahli Pertama / Perdana,"['machine learning', 'cloud']",2,S3
6550,Data Scientist,Enterprise,E-commerce,Germany,Onsite,Mid,14,Bachelor,0,0,0,1,1,99004,Medium,4,6,Teknisi/Analis Madya,"['deep learning', 'cloud']",2,S1
6551,Data Engineer,Medium,E-commerce,Australia,Hybrid,Mid,7,Bachelor,1,1,1,0,1,102450,High,7,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'cloud']",4,S1
6552,Data Analyst,Enterprise,Retail,USA,Hybrid,Entry,0,PhD,1,0,1,0,1,73858,Low,2,5,Teknisi/Analis Muda,"['python', 'machine learning', 'cloud']",3,S3
6553,AI Engineer,Enterprise,Education,UK,Remote,Senior,6,Master,1,0,0,1,0,156460,High,9,7,Ahli Pertama / Perdana,"['python', 'deep learning']",2,S2
6554,Data Engineer,Medium,Education,Singapore,Onsite,Entry,3,Bachelor,0,0,1,0,0,63667,Low,1,5,Teknisi/Analis Muda,['machine learning'],1,S1
6555,Data Scientist,MNC,E-commerce,India,Onsite,Senior,14,Bachelor,1,0,0,0,1,133007,Medium,3,7,Ahli Pertama / Perdana,"['python', 'cloud']",2,S1
6556,Business Analyst,MNC,E-commerce,Singapore,Remote,Entry,10,Bachelor,1,1,1,1,0,96309,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning']",4,S1
6557,Data Engineer,Enterprise,Education,India,Onsite,Senior,3,Master,0,1,1,1,0,131492,High,4,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning']",3,S2
6558,Data Engineer,Startup,Technology,Germany,Remote,Mid,0,Master,0,1,1,1,1,118831,High,8,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
6559,Business Analyst,MNC,E-commerce,USA,Onsite,Senior,6,PhD,0,0,1,0,0,133201,High,8,7,Ahli Pertama / Perdana,['machine learning'],1,S3
6560,Machine Learning Engineer,Startup,Education,UK,Remote,Entry,14,Master,1,1,1,0,1,112810,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S2
6561,Data Engineer,Startup,Finance,Canada,Onsite,Senior,2,PhD,0,0,0,0,1,111524,Low,4,7,Ahli Pertama / Perdana,['cloud'],1,S3
6562,Data Scientist,Medium,Technology,USA,Remote,Mid,13,PhD,1,0,0,1,0,93832,Medium,2,6,Teknisi/Analis Madya,"['python', 'deep learning']",2,S3
6563,Business Analyst,Medium,Technology,USA,Hybrid,Senior,8,PhD,1,1,1,0,0,110920,High,7,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning']",3,S3
6564,Data Analyst,Medium,Technology,India,Remote,Entry,7,Master,0,1,1,1,1,87065,High,1,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
6565,Data Analyst,Startup,Retail,UK,Onsite,Mid,1,PhD,0,0,0,1,1,101456,High,9,6,Teknisi/Analis Madya,"['deep learning', 'cloud']",2,S3
6566,Data Scientist,Enterprise,Healthcare,Singapore,Remote,Mid,9,PhD,1,1,1,1,0,107651,High,8,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning']",4,S3
6567,Machine Learning Engineer,Enterprise,E-commerce,Canada,Hybrid,Entry,8,PhD,0,0,0,1,0,102376,High,7,5,Teknisi/Analis Muda,['deep learning'],1,S3
6568,Machine Learning Engineer,Enterprise,E-commerce,UK,Remote,Mid,13,PhD,0,1,0,0,1,125992,Medium,1,6,Teknisi/Analis Madya,"['sql', 'cloud']",2,S3
6569,Data Analyst,Medium,E-commerce,Canada,Onsite,Entry,6,Bachelor,1,0,0,1,1,70848,Low,3,5,Teknisi/Analis Muda,"['python', 'deep learning', 'cloud']",3,S1
6570,AI Engineer,Startup,Finance,Australia,Hybrid,Entry,13,Master,0,0,1,0,0,109621,Medium,5,5,Teknisi/Analis Muda,['machine learning'],1,S2
6571,Business Analyst,Startup,Retail,Canada,Remote,Entry,6,Bachelor,1,0,1,1,0,76309,High,2,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S1
6572,Data Scientist,Medium,Retail,Singapore,Remote,Mid,2,Master,1,0,0,0,1,81109,Low,3,6,Teknisi/Analis Madya,"['python', 'cloud']",2,S2
6573,Data Scientist,Startup,Retail,Singapore,Onsite,Entry,5,PhD,1,1,1,0,0,69912,Low,4,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning']",3,S3
6574,Business Analyst,Medium,E-commerce,Canada,Onsite,Entry,14,Master,0,0,1,1,0,75987,High,8,5,Teknisi/Analis Muda,"['machine learning', 'deep learning']",2,S2
6575,AI Engineer,Enterprise,Healthcare,India,Remote,Entry,10,Bachelor,1,1,1,0,1,114691,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S1
6576,Data Scientist,MNC,Technology,Germany,Hybrid,Entry,2,PhD,1,0,1,1,1,107850,High,7,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning', 'cloud']",4,S3
6577,Business Analyst,Enterprise,Technology,Canada,Hybrid,Entry,11,PhD,1,0,0,0,1,63228,Medium,1,5,Teknisi/Analis Muda,"['python', 'cloud']",2,S3
6578,Business Analyst,Startup,Education,UK,Onsite,Senior,4,Bachelor,0,0,0,0,1,110928,Low,2,7,Ahli Pertama / Perdana,['cloud'],1,S1
6579,Data Analyst,Enterprise,E-commerce,USA,Hybrid,Entry,14,Master,1,0,0,0,0,51921,Medium,5,5,Teknisi/Analis Muda,['python'],1,S2
6580,Data Analyst,Medium,Technology,Canada,Onsite,Mid,3,Master,1,1,0,1,1,104864,Low,2,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning', 'cloud']",4,S2
6581,Machine Learning Engineer,Enterprise,Finance,Canada,Onsite,Senior,0,Master,1,0,0,0,0,140956,High,8,7,Ahli Pertama / Perdana,['python'],1,S2
6582,Data Analyst,Enterprise,Healthcare,India,Hybrid,Entry,14,Master,0,0,1,1,0,76502,High,4,5,Teknisi/Analis Muda,"['machine learning', 'deep learning']",2,S2
6583,Machine Learning Engineer,MNC,Technology,UK,Onsite,Senior,4,Bachelor,0,1,1,1,0,193842,High,3,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning']",3,S1
6584,Machine Learning Engineer,Enterprise,Technology,India,Hybrid,Senior,7,Master,1,1,1,1,1,178178,High,8,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
6585,AI Engineer,Enterprise,Technology,Singapore,Remote,Senior,10,Master,0,1,0,0,1,148519,High,8,7,Ahli Pertama / Perdana,"['sql', 'cloud']",2,S2
6586,Business Analyst,Startup,E-commerce,Singapore,Remote,Entry,11,PhD,1,1,1,1,0,76291,High,1,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning']",4,S3
6587,Data Engineer,Enterprise,Technology,UK,Hybrid,Mid,5,Master,0,1,0,1,1,99718,High,8,6,Teknisi/Analis Madya,"['sql', 'deep learning', 'cloud']",3,S2
6588,Machine Learning Engineer,Enterprise,Retail,UK,Hybrid,Entry,14,Bachelor,1,1,1,0,0,104401,Medium,3,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning']",3,S1
6589,Business Analyst,Startup,Finance,Canada,Remote,Senior,7,Master,0,0,1,1,1,143188,High,6,7,Ahli Pertama / Perdana,"['machine learning', 'deep learning', 'cloud']",3,S2
6590,Data Engineer,MNC,Finance,Canada,Remote,Mid,11,Bachelor,0,0,1,0,1,116950,High,7,6,Teknisi/Analis Madya,"['machine learning', 'cloud']",2,S1
6591,Machine Learning Engineer,MNC,Retail,India,Remote,Entry,2,PhD,0,0,0,1,0,121242,Low,5,5,Teknisi/Analis Muda,['deep learning'],1,S3
6592,AI Engineer,Startup,Finance,Canada,Remote,Entry,7,Bachelor,0,1,1,0,0,105229,High,7,5,Teknisi/Analis Muda,"['sql', 'machine learning']",2,S1
6593,AI Engineer,Medium,Finance,Singapore,Remote,Entry,5,Bachelor,1,0,0,0,1,102332,Low,6,5,Teknisi/Analis Muda,"['python', 'cloud']",2,S1
6594,Business Analyst,MNC,Finance,Australia,Hybrid,Mid,9,PhD,0,0,0,0,0,90196,Medium,6,6,Teknisi/Analis Madya,[],0,S3
6595,Data Scientist,Medium,Education,Singapore,Hybrid,Senior,5,PhD,1,0,1,0,0,115355,Low,5,7,Ahli Pertama / Perdana,"['python', 'machine learning']",2,S3
6596,AI Engineer,Startup,Healthcare,Germany,Hybrid,Senior,1,Master,1,0,0,0,0,142350,Low,5,7,Ahli Pertama / Perdana,['python'],1,S2
6597,Business Analyst,Startup,Finance,USA,Onsite,Entry,2,PhD,0,1,1,1,1,92255,High,9,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S3
6598,Data Analyst,Startup,Technology,USA,Onsite,Mid,4,PhD,1,0,0,1,0,93307,Low,5,6,Teknisi/Analis Madya,"['python', 'deep learning']",2,S3
6599,Data Analyst,Startup,E-commerce,UK,Onsite,Entry,2,Bachelor,1,1,0,1,1,76795,Low,6,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning', 'cloud']",4,S1
6600,Machine Learning Engineer,Enterprise,Technology,UK,Remote,Mid,3,PhD,1,0,0,1,0,125137,Low,6,6,Teknisi/Analis Madya,"['python', 'deep learning']",2,S3
6601,Machine Learning Engineer,Medium,Healthcare,Germany,Remote,Entry,9,Master,0,1,0,1,1,117555,Medium,2,5,Teknisi/Analis Muda,"['sql', 'deep learning', 'cloud']",3,S2
6602,AI Engineer,Enterprise,E-commerce,India,Remote,Mid,4,Master,1,0,0,0,0,117898,Low,5,6,Teknisi/Analis Madya,['python'],1,S2
6603,Data Engineer,Medium,Finance,UK,Onsite,Entry,7,Bachelor,0,1,1,0,1,76782,Low,2,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'cloud']",3,S1
6604,Machine Learning Engineer,Medium,Finance,USA,Onsite,Mid,2,PhD,1,0,1,1,0,149824,High,4,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning']",3,S3
6605,Data Engineer,Startup,Education,Singapore,Remote,Mid,2,Bachelor,0,1,0,0,0,76569,Low,3,6,Teknisi/Analis Madya,['sql'],1,S1
6606,Data Scientist,Enterprise,Technology,Canada,Remote,Entry,10,PhD,1,0,1,1,0,84625,High,5,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S3
6607,Data Analyst,Enterprise,Healthcare,Canada,Onsite,Entry,1,PhD,0,1,0,0,0,45303,Low,1,5,Teknisi/Analis Muda,['sql'],1,S3
6608,Data Analyst,MNC,Finance,Canada,Remote,Senior,7,Bachelor,1,1,1,1,1,155557,High,6,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
6609,Data Analyst,Enterprise,E-commerce,Singapore,Hybrid,Senior,11,Bachelor,1,0,0,0,1,108031,Medium,3,7,Ahli Pertama / Perdana,"['python', 'cloud']",2,S1
6610,AI Engineer,Enterprise,Technology,Germany,Remote,Entry,1,PhD,0,1,1,1,0,116046,High,5,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning']",3,S3
6611,AI Engineer,Enterprise,Technology,Canada,Hybrid,Entry,0,Master,1,1,1,0,1,116963,Low,1,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S2
6612,Data Engineer,Medium,Finance,Germany,Remote,Entry,11,PhD,1,1,1,0,1,72624,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S3
6613,Data Engineer,Medium,Healthcare,India,Remote,Senior,13,PhD,0,0,0,0,1,109240,Medium,1,7,Ahli Pertama / Perdana,['cloud'],1,S3
6614,Data Engineer,Enterprise,Retail,USA,Hybrid,Mid,11,Master,0,0,0,1,0,94269,High,9,6,Teknisi/Analis Madya,['deep learning'],1,S2
6615,Data Engineer,Startup,Retail,Canada,Onsite,Senior,14,Bachelor,0,0,0,0,1,107052,Medium,2,7,Ahli Pertama / Perdana,['cloud'],1,S1
6616,AI Engineer,Enterprise,Education,Australia,Remote,Senior,2,PhD,1,0,1,0,1,169814,Low,1,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'cloud']",3,S3
6617,Business Analyst,Enterprise,E-commerce,Australia,Hybrid,Mid,10,Bachelor,1,0,1,1,1,113082,High,6,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning', 'cloud']",4,S1
6618,Data Engineer,Startup,E-commerce,USA,Remote,Entry,0,PhD,1,0,1,0,0,61222,Low,2,5,Teknisi/Analis Muda,"['python', 'machine learning']",2,S3
6619,AI Engineer,Enterprise,Education,Singapore,Hybrid,Mid,4,Master,0,1,1,0,0,127879,Low,6,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S2
6620,Data Engineer,Medium,Healthcare,India,Remote,Senior,13,PhD,0,1,0,1,0,111295,High,7,7,Ahli Pertama / Perdana,"['sql', 'deep learning']",2,S3
6621,Data Scientist,Startup,Technology,Germany,Remote,Senior,12,Master,1,0,0,1,1,124256,Medium,5,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S2
6622,Data Analyst,MNC,Finance,India,Remote,Mid,3,Master,0,1,1,1,0,122419,High,8,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning']",3,S2
6623,Data Engineer,Enterprise,Finance,Singapore,Remote,Entry,3,PhD,0,0,0,1,1,74254,Low,5,5,Teknisi/Analis Muda,"['deep learning', 'cloud']",2,S3
6624,Machine Learning Engineer,Medium,Technology,Australia,Hybrid,Entry,12,Master,0,0,0,1,1,112979,High,7,5,Teknisi/Analis Muda,"['deep learning', 'cloud']",2,S2
6625,Data Engineer,Medium,Education,Germany,Hybrid,Senior,4,Master,1,1,0,0,0,103509,Low,3,7,Ahli Pertama / Perdana,"['python', 'sql']",2,S2
6626,AI Engineer,MNC,Technology,USA,Remote,Entry,13,Bachelor,0,1,0,1,0,120786,High,7,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S1
6627,Data Analyst,Startup,Education,UK,Onsite,Entry,13,PhD,0,1,1,1,0,79400,High,5,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning']",3,S3
6628,Data Engineer,Medium,Finance,Australia,Remote,Senior,7,Bachelor,1,0,0,1,1,120624,High,9,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S1
6629,Data Engineer,MNC,Healthcare,Canada,Onsite,Mid,8,PhD,1,1,0,1,1,116367,High,9,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning', 'cloud']",4,S3
6630,Machine Learning Engineer,Medium,Retail,Canada,Remote,Mid,1,PhD,0,0,1,0,1,138491,Low,4,6,Teknisi/Analis Madya,"['machine learning', 'cloud']",2,S3
6631,Machine Learning Engineer,Enterprise,Finance,Canada,Hybrid,Senior,9,Bachelor,0,0,0,1,1,163499,Medium,6,7,Ahli Pertama / Perdana,"['deep learning', 'cloud']",2,S1
6632,Machine Learning Engineer,Startup,Healthcare,Germany,Hybrid,Entry,6,Bachelor,1,0,1,1,0,121817,High,8,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S1
6633,Machine Learning Engineer,MNC,Retail,Australia,Remote,Senior,2,Master,1,1,0,0,0,160764,High,7,7,Ahli Pertama / Perdana,"['python', 'sql']",2,S2
6634,Business Analyst,Startup,Education,Canada,Onsite,Entry,4,Bachelor,0,0,0,1,0,60093,Low,5,5,Teknisi/Analis Muda,['deep learning'],1,S1
6635,Business Analyst,Enterprise,Education,Germany,Remote,Entry,5,Master,1,1,0,1,0,66113,Low,6,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning']",3,S2
6636,Business Analyst,Medium,Technology,Germany,Hybrid,Mid,4,Master,0,1,1,0,0,94887,Low,6,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S2
6637,Machine Learning Engineer,Startup,Healthcare,India,Remote,Mid,3,PhD,1,0,1,1,1,159047,High,8,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning', 'cloud']",4,S3
6638,Data Scientist,Startup,Finance,USA,Hybrid,Senior,7,Bachelor,1,1,0,0,0,102841,Low,2,7,Ahli Pertama / Perdana,"['python', 'sql']",2,S1
6639,Machine Learning Engineer,Startup,Finance,UK,Onsite,Entry,14,Bachelor,0,1,1,1,1,131412,High,4,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
6640,Data Analyst,Startup,Finance,Canada,Hybrid,Senior,13,PhD,1,1,0,0,0,104419,Medium,3,7,Ahli Pertama / Perdana,"['python', 'sql']",2,S3
6641,Data Engineer,MNC,Healthcare,UK,Onsite,Senior,4,PhD,1,0,0,0,1,133098,Low,2,7,Ahli Pertama / Perdana,"['python', 'cloud']",2,S3
6642,Data Scientist,MNC,Retail,Australia,Onsite,Entry,6,Bachelor,1,1,0,1,0,84658,Low,6,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning']",3,S1
6643,Business Analyst,Medium,E-commerce,USA,Hybrid,Senior,5,PhD,1,1,0,0,1,110944,Low,3,7,Ahli Pertama / Perdana,"['python', 'sql', 'cloud']",3,S3
6644,Data Scientist,Medium,E-commerce,UK,Remote,Senior,11,Master,1,1,0,0,0,98664,Medium,6,7,Ahli Pertama / Perdana,"['python', 'sql']",2,S2
6645,Machine Learning Engineer,MNC,Education,UK,Remote,Senior,3,Bachelor,1,0,0,0,1,172457,Low,5,7,Ahli Pertama / Perdana,"['python', 'cloud']",2,S1
6646,Business Analyst,Startup,Finance,Singapore,Onsite,Senior,5,PhD,0,0,0,1,1,123974,Low,5,7,Ahli Pertama / Perdana,"['deep learning', 'cloud']",2,S3
6647,Data Analyst,Startup,Healthcare,Australia,Remote,Mid,0,PhD,0,0,1,1,0,106747,High,6,6,Teknisi/Analis Madya,"['machine learning', 'deep learning']",2,S3
6648,Machine Learning Engineer,MNC,Retail,Germany,Hybrid,Entry,11,Master,0,1,0,0,1,121628,High,8,5,Teknisi/Analis Muda,"['sql', 'cloud']",2,S2
6649,AI Engineer,Medium,Retail,Germany,Onsite,Entry,8,Master,0,0,1,0,1,116098,Medium,3,5,Teknisi/Analis Muda,"['machine learning', 'cloud']",2,S2
6650,Machine Learning Engineer,MNC,Retail,Australia,Hybrid,Senior,2,Master,0,0,0,1,0,170230,High,7,7,Ahli Pertama / Perdana,['deep learning'],1,S2
6651,AI Engineer,Startup,Technology,Singapore,Hybrid,Mid,9,Bachelor,1,1,0,1,0,129962,Medium,3,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning']",3,S1
6652,Business Analyst,Medium,Finance,Canada,Onsite,Mid,4,Bachelor,1,1,1,0,1,102566,High,8,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'cloud']",4,S1
6653,AI Engineer,MNC,Finance,Singapore,Remote,Mid,5,PhD,0,0,0,1,0,153820,Low,4,6,Teknisi/Analis Madya,['deep learning'],1,S3
6654,AI Engineer,Enterprise,Retail,Australia,Onsite,Mid,11,Master,0,1,0,0,0,115602,Medium,3,6,Teknisi/Analis Madya,['sql'],1,S2
6655,Business Analyst,Medium,Finance,USA,Remote,Entry,7,Master,1,0,1,0,1,72631,Low,3,5,Teknisi/Analis Muda,"['python', 'machine learning', 'cloud']",3,S2
6656,Machine Learning Engineer,MNC,Retail,Australia,Onsite,Entry,3,PhD,1,1,1,1,0,141422,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning']",4,S3
6657,Business Analyst,MNC,Education,USA,Remote,Entry,1,Master,1,0,1,1,1,108981,High,7,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning', 'cloud']",4,S2
6658,Machine Learning Engineer,Startup,Retail,Germany,Onsite,Entry,1,Master,0,1,1,0,0,103831,Low,3,5,Teknisi/Analis Muda,"['sql', 'machine learning']",2,S2
6659,Business Analyst,MNC,Education,Australia,Onsite,Mid,7,PhD,1,1,1,1,1,130932,High,4,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S3
6660,Business Analyst,Startup,Finance,Canada,Remote,Senior,6,Bachelor,0,1,1,1,1,141976,High,2,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
6661,Data Scientist,Medium,Retail,UK,Onsite,Senior,10,Master,1,0,0,1,1,129338,Medium,3,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S2
6662,Data Scientist,Startup,Finance,Canada,Hybrid,Mid,11,Master,0,1,0,1,0,93388,Medium,6,6,Teknisi/Analis Madya,"['sql', 'deep learning']",2,S2
6663,Data Scientist,Enterprise,E-commerce,USA,Hybrid,Senior,11,Bachelor,0,1,1,0,0,113348,Medium,6,7,Ahli Pertama / Perdana,"['sql', 'machine learning']",2,S1
6664,Machine Learning Engineer,Medium,Healthcare,India,Remote,Senior,4,Master,0,1,1,0,1,162725,High,7,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'cloud']",3,S2
6665,Machine Learning Engineer,Startup,Finance,India,Onsite,Entry,1,Bachelor,0,1,0,1,1,116249,High,7,5,Teknisi/Analis Muda,"['sql', 'deep learning', 'cloud']",3,S1
